Customer ID,Gender,GivenName,Surname,Age,City,State,StateFull,CountryFull,Segment,Policy Number
4119,Female,Alannah,Bingle,68,KEYBARBIN,NSW,New South Wales,Australia,Platinum,28239550
4124,Female,Isla,Laura,72,TOMALLA,NSW,New South Wales,Australia,Platinum,45971488
4126,Male,Joel,Arthur,83,OLD GUILDFORD,NSW,New South Wales,Australia,Gold,21774492
4134,Male,Daniel,Woolacott,59,MILLAH MURRAH,NSW,New South Wales,Australia,Gold,73869162
4135,Female,Alexandra,Laing,54,SOUTH GUNDURIMBA,NSW,New South Wales,Australia,Platinum,83827874
4136,Female,Caitlyn,Mullens,65,SEVEN OAKS,NSW,New South Wales,Australia,Gold,55401384
4141,Male,Nate,Burke,58,PIPERS FLAT,NSW,New South Wales,Australia,Gold,45419179
4143,Female,Ellie,Blundell,63,CABRAMATTA,NSW,New South Wales,Australia,Platinum,72296480
4145,Male,Christopher,Dowse,43,BILBUL,NSW,New South Wales,Australia,Platinum,93009861
4147,Female,Lilian,Revell,69,HUNTLEYS COVE,NSW,New South Wales,Australia,Silver,68709551
4152,Male,Ethan,Banning,22,DENMAN,NSW,New South Wales,Australia,Gold,81968772
4153,Male,Jonathan,Derry,65,GUNNINGBLAND,NSW,New South Wales,Australia,Gold,83223671
4156,Female,Mackenzie,Ferres,39,CLIFTON,NSW,New South Wales,Australia,Gold,80906046
4161,Male,Darcy,Baccarini,77,JACKADGERY,NSW,New South Wales,Australia,Gold,42664711
4163,Male,Brodie,Banvard,71,WOLLONGBAR,NSW,New South Wales,Australia,Silver,45434697
4164,Female,Amelia,Hannah,66,WHITEBRIDGE,NSW,New South Wales,Australia,Gold,88544653
4165,Female,Laura,Evatt,37,WALBUNDRIE,NSW,New South Wales,Australia,Platinum,36544722
4168,Male,Isaac,Tillyard,84,FISHERS HILL,NSW,New South Wales,Australia,Silver,67053053
4170,Female,Layla,Brophy,44,AUSTINMER,NSW,New South Wales,Australia,Platinum,67070213
4172,Male,Daniel,Warfe,84,LOCHIEL,NSW,New South Wales,Australia,Platinum,86886900
4177,Male,Cameron,Delprat,67,MOUNT KEIRA,NSW,New South Wales,Australia,Gold,86820889
4179,Male,Joshua,Lennox,71,GREYSTANES,NSW,New South Wales,Australia,Platinum,54668558
4183,Male,Jonathan,Denny,49,REEDY CREEK,NSW,New South Wales,Australia,Platinum,95629105
4186,Male,Marcus,Snodgrass,82,PIGGABEEN,NSW,New South Wales,Australia,Silver,23252977
4191,Female,Gabrielle,Palazzi,58,EURONGILLY,NSW,New South Wales,Australia,Gold,87607590
4195,Female,Ruby,Merriman,85,LANGLEY VALE,NSW,New South Wales,Australia,Gold,92362300
4198,Male,Thomas,Cyril,43,UPPER NILE,NSW,New South Wales,Australia,Gold,47415863
4203,Male,Will,Downie,57,YARRAGUNDRY,NSW,New South Wales,Australia,Platinum,81970688
4207,Female,Alicia,Horn,51,COOKS MYALLS,NSW,New South Wales,Australia,Platinum,69428130
4209,Male,Jayden,Venning,69,HAMPDEN HALL,NSW,New South Wales,Australia,Gold,46678807
4212,Female,Abbey,Kirke,60,BURRAGATE,NSW,New South Wales,Australia,Gold,75884650
4214,Female,Lara,Knetes,19,BELFORD,NSW,New South Wales,Australia,Silver,49170599
4218,Male,Justin,Lionel,80,MOORE PARK,NSW,New South Wales,Australia,Platinum,68458806
4227,Female,Caitlyn,Allard,50,BUKALONG,NSW,New South Wales,Australia,Platinum,76282536
4241,Male,Jacob,Kempt,53,CALORAFIELD,NSW,New South Wales,Australia,Platinum,10198471
4242,Female,Amelie,Cass,23,RANKINS SPRINGS,NSW,New South Wales,Australia,Gold,84861809
4245,Female,Stephanie,Cranswick,81,DUCKMALOI,NSW,New South Wales,Australia,Silver,29459260
4247,Male,Owen,Loftus,31,STANFORD MERTHYR,NSW,New South Wales,Australia,Silver,41858826
4248,Female,Tayla,Brooker,26,WANG WAUK,NSW,New South Wales,Australia,Silver,9114110
4253,Female,Leah,Joseph,70,KENSINGTON,NSW,New South Wales,Australia,Gold,63279601
4259,Male,Jeremy,McPherson,26,BONDI JUNCTION,NSW,New South Wales,Australia,Platinum,75483459
4260,Female,Madison,Teague,75,GUNNING,NSW,New South Wales,Australia,Platinum,86977829
4263,Male,Caleb,Schenk,58,BANKSIA,NSW,New South Wales,Australia,Gold,20681638
4269,Male,Riley,Fitchett,50,NERRIGA,NSW,New South Wales,Australia,Silver,69623281
4270,Female,Kate,Hindley,66,MUSCLE CREEK,NSW,New South Wales,Australia,Platinum,86446067
4275,Male,Caleb,Bannan,77,PROMISED LAND,NSW,New South Wales,Australia,Silver,78301325
4276,Female,Lilian,Standish,55,OOTHA,NSW,New South Wales,Australia,Silver,91447828
4290,Female,Natasha,Ibsch,47,BROCKLEY,NSW,New South Wales,Australia,Silver,93133370
4291,Male,Tristan,Sugden,53,SATUR,NSW,New South Wales,Australia,Gold,18369585
4293,Male,Brodie,Atkins,61,LITTLE JILLIBY,NSW,New South Wales,Australia,Silver,68067683
4294,Female,Isla,McPhillamy,61,CROSS ROADS,NSW,New South Wales,Australia,Platinum,97169603
4295,Male,Jordan,Goold,39,BULGA,NSW,New South Wales,Australia,Gold,44453814
4296,Male,Bailey,Creed,50,TUGGERAWONG,NSW,New South Wales,Australia,Platinum,32646198
4297,Male,Leo,Bowes,33,BRIL BRIL,NSW,New South Wales,Australia,Gold,41946900
4298,Female,Mariam,Beatty,57,GRANTS BEACH,NSW,New South Wales,Australia,Platinum,74207982
4300,Male,Rory,Shapcott,75,KYARRAN,NSW,New South Wales,Australia,Silver,69608778
4302,Female,Makayla,Romano,75,COXS CREEK,NSW,New South Wales,Australia,Gold,18174235
4304,Female,Alyssa,Highett,59,NACURRIE,NSW,New South Wales,Australia,Platinum,608618
4305,Male,Aidan,Hardess,51,MOORLAND,NSW,New South Wales,Australia,Silver,12016054
4307,Male,Dean,Denning,26,LAKE HEIGHTS,NSW,New South Wales,Australia,Gold,81634592
4308,Female,Sienna,Metters,29,LENAGHAN,NSW,New South Wales,Australia,Silver,67849819
4316,Female,Abby,Cosh,64,CARRATHOOL,NSW,New South Wales,Australia,Gold,30119939
4320,Female,Bethany,Whyte,73,ST PAULS,NSW,New South Wales,Australia,Platinum,75934487
4325,Male,Nate,Simon,37,STUBBO,NSW,New South Wales,Australia,Gold,8684475
4326,Female,Poppy,Quilty,62,KIANDRA,NSW,New South Wales,Australia,Silver,46513437
4327,Male,Jasper,Gosman,38,LOWANNA,NSW,New South Wales,Australia,Gold,6104712
4328,Female,Scarlett,Street,42,HASSALL GROVE,NSW,New South Wales,Australia,Silver,51670132
4331,Male,Riley,Ansell,70,KERRIGUNDI,NSW,New South Wales,Australia,Silver,82090067
4334,Female,Eva,Edmond,50,MOUNT MARSH,NSW,New South Wales,Australia,Silver,6757062
4335,Male,George,Laurie,36,BEAN CREEK,NSW,New South Wales,Australia,Platinum,46850652
4336,Male,Luca,Plain,73,CHARING CROSS,NSW,New South Wales,Australia,Platinum,79540030
4342,Male,Dylan,Hovell,74,HUNTLEYS COVE,NSW,New South Wales,Australia,Silver,75740593
4343,Male,Dean,Sommerlad,50,COW FLAT,NSW,New South Wales,Australia,Silver,30308526
4349,Female,Grace,Mairinger,55,MOUNT GIPPS,NSW,New South Wales,Australia,Silver,32813858
4351,Female,Summer,Arthur,59,MURWILLUMBAH,NSW,New South Wales,Australia,Gold,99103854
4352,Female,Zara,Harney,52,MOONPAR,NSW,New South Wales,Australia,Platinum,51583383
4354,Male,Aaron,Marmion,78,FISHERS HILL,NSW,New South Wales,Australia,Silver,21240872
4356,Male,Jesse,Alt,67,BINDOGUNDRA,NSW,New South Wales,Australia,Silver,63240410
4357,Male,Benjamin,Haswell,22,BRUMBY PLAINS,NSW,New South Wales,Australia,Silver,1408148
4359,Female,Tayla,Thurston,58,BENDEMEER,NSW,New South Wales,Australia,Silver,17004307
4360,Female,Gabriella,Schlapp,38,ESCHOL,NSW,New South Wales,Australia,Platinum,9667933
4366,Female,Tayla,Woolls,64,BOWRAL,NSW,New South Wales,Australia,Platinum,12872111
4369,Female,Madeleine,Ricketson,47,SEAHAMPTON,NSW,New South Wales,Australia,Silver,13265525
4370,Male,Koby,Sawtell,50,TABBIMOBLE,NSW,New South Wales,Australia,Gold,80380034
4377,Female,Natalie,Dakin,27,TULLOONA,NSW,New South Wales,Australia,Gold,76422471
4378,Female,Phoebe,Tate,61,SPRINGWOOD,NSW,New South Wales,Australia,Silver,27205723
4380,Male,Jett,Raggatt,30,ASHBY ISLAND,NSW,New South Wales,Australia,Platinum,34790182
4387,Female,Molly,Macdonald,20,BARRABA,NSW,New South Wales,Australia,Gold,75253023
4389,Female,Mackenzie,Horner,46,LITTLE RIVER,NSW,New South Wales,Australia,Gold,84571297
4390,Female,Anna,Bean,63,NEW BUILDINGS,NSW,New South Wales,Australia,Gold,38287031
4396,Male,Hamish,Dethridge,19,COPPER HILL,NSW,New South Wales,Australia,Platinum,61051674
4399,Female,Skye,Dibbs,78,CARRATHOOL,NSW,New South Wales,Australia,Platinum,77436580
4403,Male,Thomas,Moffat,46,BURBURGATE,NSW,New South Wales,Australia,Silver,56924086
4405,Female,Hayley,Simons,73,MIDDLE ARM,NSW,New South Wales,Australia,Platinum,53087533
4406,Male,Jesse,Hodgson,83,BURONGA,NSW,New South Wales,Australia,Silver,9089832
4408,Male,Isaac,Connal,76,TOOLIJOOA,NSW,New South Wales,Australia,Silver,78364734
4414,Female,Claire,Crowley,20,CARLINGFORD,NSW,New South Wales,Australia,Platinum,9908823
4415,Male,Ryan,Hone,26,DUBBO GROVE,NSW,New South Wales,Australia,Platinum,47228967
4417,Female,Phoebe,Leschen,71,BAKERS CREEK,NSW,New South Wales,Australia,Silver,15036291
4424,Male,Jesse,Godfrey,84,BELLINGEN,NSW,New South Wales,Australia,Gold,83884570
4426,Female,Poppy,Mack,43,WONGAWILLI,NSW,New South Wales,Australia,Platinum,88191190
4427,Female,Skye,Viney,35,BROGANS CREEK,NSW,New South Wales,Australia,Gold,88568077
4430,Male,Jett,Spears,76,ROCKLEY MOUNT,NSW,New South Wales,Australia,Silver,51349254
4432,Female,Hannah,Danks,83,KINGSGATE,NSW,New South Wales,Australia,Gold,55181000
4433,Female,Madison,Heales,59,GLENFIELD PARK,NSW,New South Wales,Australia,Gold,14433212
4435,Male,Anthony,Rossi,43,JILLIBY,NSW,New South Wales,Australia,Gold,43870842
4440,Male,John,Lennon,62,UPPER ORARA,NSW,New South Wales,Australia,Silver,92753034
4441,Female,Isla,Grasby,58,NEUTRAL BAY JUNCTION,NSW,New South Wales,Australia,Gold,47086176
4447,Female,Alana,Connolly,38,NEWRY ISLAND,NSW,New South Wales,Australia,Platinum,84767626
4452,Female,Charlotte,Canning,72,NORTH SYDNEY SHOPPINGWORLD,NSW,New South Wales,Australia,Platinum,90117075
4459,Female,Brooke,Gardiner,28,BELL,NSW,New South Wales,Australia,Platinum,46620582
4462,Female,Abbey,Bednall,38,MORTLAKE,NSW,New South Wales,Australia,Platinum,61498002
4466,Male,Hamish,Daplyn,53,HIGHFIELDS,NSW,New South Wales,Australia,Silver,96710692
4469,Female,Samantha,Sher,46,BRUINBUN,NSW,New South Wales,Australia,Silver,48145638
4479,Male,Luke,Bear,81,KENTLYN,NSW,New South Wales,Australia,Gold,31439879
4482,Female,Kayla,Frewer,62,OAKHAMPTON HEIGHTS,NSW,New South Wales,Australia,Platinum,65728277
4483,Male,Austin,Olden,84,GEORGICA,NSW,New South Wales,Australia,Silver,45539837
4485,Male,Matthew,Balmer,52,GOLLAN,NSW,New South Wales,Australia,Platinum,88449518
4486,Female,Stella,McFarland,20,COLDSTREAM,NSW,New South Wales,Australia,Silver,35937558
4492,Male,Joel,Scullin,21,KOTARA,NSW,New South Wales,Australia,Gold,31289529
4493,Female,Lily,Bedggood,52,MARRANGAROO,NSW,New South Wales,Australia,Gold,24826339
4499,Female,Isabella,Solomon,65,NADGEE,NSW,New South Wales,Australia,Silver,14491140
4506,Male,Callum,Toomey,57,GLENWOOD,NSW,New South Wales,Australia,Gold,48539094
4507,Female,Madeleine,Flood,63,BARGO,NSW,New South Wales,Australia,Gold,68724594
4519,Male,Anthony,Daly,77,KHANCOBAN,NSW,New South Wales,Australia,Silver,86025113
4521,Female,Abigail,Cecilia,32,CARRAWABBITY,NSW,New South Wales,Australia,Platinum,14275681
4522,Male,Daniel,McCubbin,68,UPPER FINE FLOWER,NSW,New South Wales,Australia,Platinum,70442925
4523,Male,Owen,Ruatoka,52,LOUTH PARK,NSW,New South Wales,Australia,Platinum,36830153
4530,Female,Mary,Westacott,83,CAMDEN HEAD,NSW,New South Wales,Australia,Platinum,98905962
4531,Female,Savannah,Colton,83,SPRING TERRACE,NSW,New South Wales,Australia,Gold,39495884
4533,Male,Toby,Kraus,85,KIRKHAM,NSW,New South Wales,Australia,Silver,30541300
4535,Male,Elijah,Roemer,30,DEE WHY BEACH,NSW,New South Wales,Australia,Platinum,57959902
4536,Female,Lilian,Ah Ket,61,COLLENDINA,NSW,New South Wales,Australia,Platinum,82415323
4543,Female,Summer,Mansell,71,CRESTWOOD,NSW,New South Wales,Australia,Gold,48447737
4546,Male,Alex,Michell,79,NORTH AVOCA,NSW,New South Wales,Australia,Gold,40923079
4548,Male,Alex,Langley,70,MOONAN BROOK,NSW,New South Wales,Australia,Gold,51196033
4549,Female,Gabrielle,Ride,72,KOORAINGHAT,NSW,New South Wales,Australia,Gold,36395655
4570,Male,Mitchell,Fitz,25,DURAL,NSW,New South Wales,Australia,Platinum,47227134
4572,Male,Luke,Vancouver,41,JUDDS CREEK,NSW,New South Wales,Australia,Gold,69956477
4574,Female,Brianna,Bazley,24,MANDURAMA,NSW,New South Wales,Australia,Silver,83534886
4577,Male,Christopher,Tunnecliffe,46,BRAEMAR BAY,NSW,New South Wales,Australia,Platinum,7829191
4578,Female,Lilian,Ferres,58,LOWER ACACIA CREEK,NSW,New South Wales,Australia,Platinum,77985548
4580,Female,Elizabeth,Trott,66,DURRAN DURRA,NSW,New South Wales,Australia,Platinum,16548896
4584,Male,Koby,Macqueen,43,PENDLE HILL,NSW,New South Wales,Australia,Silver,65048047
4588,Female,Scarlett,Reade,72,CLOVER PARK,NSW,New South Wales,Australia,Gold,88786064
4590,Female,Rebecca,Snook,62,GOBA CREEK,NSW,New South Wales,Australia,Platinum,1852345
4591,Female,Natalie,Meany,59,CUNNINGAR,NSW,New South Wales,Australia,Silver,58107945
4603,Male,Adam,McGuire,34,GANBENANG,NSW,New South Wales,Australia,Silver,76395798
4604,Male,George,MacGillivray,60,DALTON,NSW,New South Wales,Australia,Platinum,20960833
4607,Female,Jasmine,Tritton,57,BLACK RANGE,NSW,New South Wales,Australia,Silver,52362104
4608,Male,Anthony,Kidd,75,NELSONS PLAINS,NSW,New South Wales,Australia,Platinum,97038719
4615,Female,Gabrielle,Anstey,52,ROCKLEY MOUNT,NSW,New South Wales,Australia,Gold,93993493
4621,Male,Isaac,Carr-Glyn,78,PATONGA,NSW,New South Wales,Australia,Silver,56554431
4623,Female,Victoria,Mountford,73,CHATSBURY,NSW,New South Wales,Australia,Gold,93915600
4631,Male,Finn,Seiffert,51,TOWRANG,NSW,New South Wales,Australia,Gold,81854342
4633,Female,Abby,Arundale,33,TANTONAN,NSW,New South Wales,Australia,Gold,29479145
4646,Male,Austin,Campbell,59,GLEN MARTIN,NSW,New South Wales,Australia,Silver,11187849
4657,Female,Maya,Flack,71,MOONEE BEACH,NSW,New South Wales,Australia,Gold,79637636
4659,Female,Victoria,Gollan,41,FINDON CREEK,NSW,New South Wales,Australia,Silver,77510991
4664,Male,Archer,Baracchi,34,OBERNE,NSW,New South Wales,Australia,Gold,86246902
4665,Male,Benjamin,Tims,23,MARKWELL,NSW,New South Wales,Australia,Silver,45568658
4666,Male,Cameron,Ramsden,32,FRYING PAN,NSW,New South Wales,Australia,Gold,28033154
4667,Female,Bethany,Gormanston,43,CLAYMORE,NSW,New South Wales,Australia,Platinum,33210351
4669,Male,Luke,Schonell,73,YELGUN,NSW,New South Wales,Australia,Platinum,36126593
4672,Female,Gabrielle,Tivey,53,YANDERRA,NSW,New South Wales,Australia,Gold,62489485
4677,Female,Sarah,Kieran,75,BORAMBIL,NSW,New South Wales,Australia,Silver,89809100
4680,Female,Jade,Deen,80,PORT MACQUARIE,NSW,New South Wales,Australia,Gold,81131235
4683,Male,Blake,Scratchley,85,COURAJAGO,NSW,New South Wales,Australia,Silver,51382517
4687,Female,Madeline,Bancks,56,GEORGICA,NSW,New South Wales,Australia,Silver,25263802
4695,Male,Jacob,Barwell,41,RANDWICK,NSW,New South Wales,Australia,Gold,42439178
4697,Female,Ellie,Purser,65,WOMBEYAN CAVES,NSW,New South Wales,Australia,Gold,49078967
4704,Female,Erin,Sherlock,31,EDITH,NSW,New South Wales,Australia,Platinum,24112761
4708,Female,Rachel,Baldessin,79,CHARBON,NSW,New South Wales,Australia,Gold,96431879
4712,Female,Bethany,Braine,73,COPPERHANNIA,NSW,New South Wales,Australia,Platinum,43059449
4713,Male,Brayden,Monk,46,PRAIRIEWOOD,NSW,New South Wales,Australia,Gold,92971364
4714,Male,Gabriel,Duncan,23,NUMINBAH,NSW,New South Wales,Australia,Platinum,97579093
4716,Female,Caitlin,Grainger,61,MOUNT HOPE,NSW,New South Wales,Australia,Silver,36812492
4721,Male,Michael,Arida,66,HELENSBURGH,NSW,New South Wales,Australia,Gold,31654485
4727,Female,Makayla,Combes,60,WILLOW VALE,NSW,New South Wales,Australia,Silver,58380918
4733,Male,Brock,Baynton,60,YURAYGIR,NSW,New South Wales,Australia,Silver,6125595
4736,Female,Ellie,Serle,85,BELL,NSW,New South Wales,Australia,Silver,69065362
4737,Female,Gemma,Matters,76,HOWICK,NSW,New South Wales,Australia,Platinum,79846807
4738,Female,Abigail,Zerner,50,UARBRY,NSW,New South Wales,Australia,Gold,38048086
4739,Female,Alannah,Maxted,34,CORINDI BEACH,NSW,New South Wales,Australia,Gold,73611427
4743,Male,Thomas,Cardell-Oliver,22,SWAN BAY,NSW,New South Wales,Australia,Silver,97162853
4754,Female,Mariam,Armitage,72,THE BASIN,NSW,New South Wales,Australia,Platinum,77570992
4758,Male,Samuel,Goodisson,68,HURSTVILLE WESTFIELD,NSW,New South Wales,Australia,Platinum,1144767
4761,Female,Alica,Hamlyn-Harris,65,SALISBURY,NSW,New South Wales,Australia,Silver,25165168
4764,Female,Isabelle,Morgan,36,BROOKDALE,NSW,New South Wales,Australia,Gold,11472376
4766,Female,Lara,Iliffe,51,RUSSELL LEA,NSW,New South Wales,Australia,Platinum,86818609
4773,Male,Leo,Shirlow,43,MILLAH MURRAH,NSW,New South Wales,Australia,Gold,58957882
4779,Female,Emma,Imlay,74,GREEN VALLEY,NSW,New South Wales,Australia,Gold,4652771
4789,Female,Stella,Hutchins,73,BUKALONG,NSW,New South Wales,Australia,Platinum,93872121
4794,Female,Victoria,Danglow,24,CLAREVILLE,NSW,New South Wales,Australia,Silver,29130572
4795,Male,Lucas,Forlonge,40,TITAATEE CREEK,NSW,New South Wales,Australia,Silver,89806884
4800,Male,Michael,Manchee,71,KNOCKROW,NSW,New South Wales,Australia,Gold,76186047
4802,Female,Stephanie,Tullipan,71,TANGMANGAROO,NSW,New South Wales,Australia,Platinum,17177322
4803,Male,Timothy,Philip,24,RYDE,NSW,New South Wales,Australia,Gold,84736908
4804,Female,Gemma,Roper,25,LAKE ILLAWARRA,NSW,New South Wales,Australia,Silver,20110768
4806,Male,Thomas,Waugh,78,PORT HACKING,NSW,New South Wales,Australia,Platinum,3374281
4811,Male,Charlie,Siebenhaar,72,NOBBYS CREEK,NSW,New South Wales,Australia,Silver,48874273
4814,Female,Caitlin,Sands,44,MINJARY,NSW,New South Wales,Australia,Silver,26450790
4824,Male,Seth,Lyne,80,LENAGHAN,NSW,New South Wales,Australia,Silver,31115197
4834,Female,Imogen,Compton,52,MENANGLE PARK,NSW,New South Wales,Australia,Gold,69473327
4837,Male,Darcy,Stapylton,44,EROWAL BAY,NSW,New South Wales,Australia,Gold,17859169
4839,Female,Amelia,Hay,60,CORNWALLIS,NSW,New South Wales,Australia,Gold,59389544
4840,Female,Stella,Salisbury,24,BALDERSLEIGH,NSW,New South Wales,Australia,Gold,56357786
4841,Female,Sofia,Watkin,39,GLENELG,NSW,New South Wales,Australia,Gold,82034605
4844,Male,Elijah,Esson,84,EPPING,NSW,New South Wales,Australia,Gold,96544017
4845,Female,Chelsea,Seitz,26,PUTTA BUCCA,NSW,New South Wales,Australia,Platinum,91136086
4847,Male,Julian,Cracknell,19,WANDELLA,NSW,New South Wales,Australia,Platinum,89480056
4848,Male,Matthew,Weir,43,CADIA,NSW,New South Wales,Australia,Platinum,73495332
4851,Male,George,Coombe,26,NORTH CASINO,NSW,New South Wales,Australia,Platinum,1301141
4852,Male,Nicholas,Brooks,80,CUDGEGONG,NSW,New South Wales,Australia,Gold,83887677
4853,Male,Cameron,Barff,38,TOCAL,NSW,New South Wales,Australia,Gold,53897776
4855,Male,Hunter,Fry,33,SUNTOP,NSW,New South Wales,Australia,Platinum,75087083
4859,Female,Ellie,Mairinger,23,STOCKYARD CREEK,NSW,New South Wales,Australia,Silver,53191260
4860,Female,Alicia,Kitson,81,CUDMIRRAH,NSW,New South Wales,Australia,Silver,55836211
4862,Male,Edward,McPhee,53,GREEN PIGEON,NSW,New South Wales,Australia,Gold,42014272
4864,Female,Emma,Cowie,22,WANDOOK,NSW,New South Wales,Australia,Gold,34779026
4867,Male,Austin,Normanby,37,MIAMLEY,NSW,New South Wales,Australia,Gold,86985408
4870,Female,Angelina,Giles,59,LANITZA,NSW,New South Wales,Australia,Gold,36871211
4871,Female,Grace,Leonski,25,GINGHI,NSW,New South Wales,Australia,Silver,62206349
4873,Male,Christian,Shillinglaw,71,MORUYA HEADS,NSW,New South Wales,Australia,Gold,30197300
4879,Female,Isabelle,Ashworth,83,COONAMBLE,NSW,New South Wales,Australia,Gold,9600989
4882,Female,Sara,Winn,24,LONG POINT,NSW,New South Wales,Australia,Silver,52209141
4888,Female,Imogen,Paul,30,KILLAWARRA,NSW,New South Wales,Australia,Platinum,65899534
4889,Male,Levi,Papathanasopoulos,84,TOOLEYBUC,NSW,New South Wales,Australia,Silver,57025545
4891,Female,Dakota,Thompson,75,FITZGERALDS MOUNT,NSW,New South Wales,Australia,Platinum,83836921
4893,Male,Henry,Halley,25,GUNGAL,NSW,New South Wales,Australia,Silver,7304140
4896,Female,Brooke,Ulrich,59,THE GROVE,NSW,New South Wales,Australia,Gold,25550609
4898,Male,Luca,Tenison,20,DUNGARUBBA,NSW,New South Wales,Australia,Silver,44632470
4901,Female,Georgia,Elkington,58,HARBORD,NSW,New South Wales,Australia,Platinum,25582837
4902,Male,Alex,Bullen,47,TANGMANGAROO,NSW,New South Wales,Australia,Platinum,21969977
4903,Male,Charlie,Bugden,27,RANGERS VALLEY,NSW,New South Wales,Australia,Gold,56525272
4904,Female,Brooke,Chauncy,76,WILLOW TREE,NSW,New South Wales,Australia,Gold,59510328
4905,Female,Annabelle,De Vis,83,CUNDLE FLAT,NSW,New South Wales,Australia,Gold,76666632
4907,Male,Matthew,Crossley,31,BENTLEY,NSW,New South Wales,Australia,Platinum,85250558
4914,Female,Isla,Grasby,20,WHITE ROCK,NSW,New South Wales,Australia,Gold,58468311
4916,Female,Alyssa,Borovansky,40,COPACABANA,NSW,New South Wales,Australia,Platinum,25365533
4923,Female,Charlotte,Linton,73,EAST KURRAJONG,NSW,New South Wales,Australia,Gold,86237841
4926,Male,Aaron,Weston,81,TERALBA,NSW,New South Wales,Australia,Silver,49820815
4934,Female,Sophie,Fauchery,30,BELLAWONGARAH,NSW,New South Wales,Australia,Gold,44467851
4935,Female,Annabelle,Everett,26,BARDEN RIDGE,NSW,New South Wales,Australia,Gold,45812824
4936,Female,Victoria,Newcomb,23,THE PINNACLES,NSW,New South Wales,Australia,Platinum,49531321
4937,Female,Tayla,Frazer,51,COFFS HARBOUR JETTY,NSW,New South Wales,Australia,Silver,5152672
4938,Male,Jesse,Dobson,69,BELLAWONGARAH,NSW,New South Wales,Australia,Gold,41093304
4939,Female,Hannah,Edgell,31,RYAN,NSW,New South Wales,Australia,Platinum,61806269
4940,Female,Kate,Kirsova,44,HOLGATE,NSW,New South Wales,Australia,Platinum,81909869
4943,Male,Jett,Heath,56,WALLACIA,NSW,New South Wales,Australia,Platinum,48477735
4945,Male,Lincoln,Farrelly,78,VILLAWOOD,NSW,New South Wales,Australia,Silver,48336100
4946,Male,Connor,Fryett,61,CLYBUCCA,NSW,New South Wales,Australia,Platinum,74888268
4951,Male,Sean,Shields,47,WARNERVALE,NSW,New South Wales,Australia,Platinum,82028943
4952,Male,Toby,Powlett,83,JAYMARK,NSW,New South Wales,Australia,Platinum,48673793
4954,Female,Stella,Salter,46,LONG POINT,NSW,New South Wales,Australia,Gold,42726899
4957,Male,Hayden,Holyman,65,RED RANGE,NSW,New South Wales,Australia,Platinum,61582235
4963,Female,Mary,Bower,76,DUNKELD,NSW,New South Wales,Australia,Gold,53539364
4968,Male,Max,Gsell,65,BROOKLANDS,NSW,New South Wales,Australia,Silver,9081255
4969,Female,Gemma,Farrar,57,COOLGARDIE,NSW,New South Wales,Australia,Platinum,47237740
4970,Male,Jaxon,Polglaze,66,SEGENHOE,NSW,New South Wales,Australia,Platinum,36009262
4971,Male,Ashton,Gorman,70,WALMER,NSW,New South Wales,Australia,Silver,60016759
4972,Female,Bella,Grieve,40,COOKARDINIA,NSW,New South Wales,Australia,Silver,96861816
4974,Female,Alice,Goldman,73,TINTINHULL,NSW,New South Wales,Australia,Gold,91010209
4976,Male,Hugo,Tregurtha,54,OBAN,NSW,New South Wales,Australia,Gold,69128788
4977,Female,Emily,Van Raalte,20,CATHERINE FIELD,NSW,New South Wales,Australia,Platinum,76933701
4982,Female,Keira,Wilhelm,64,GRUBBEN,NSW,New South Wales,Australia,Silver,40460294
4983,Male,Benjamin,Wallis,82,LONG POINT,NSW,New South Wales,Australia,Silver,88200391
4987,Female,Hannah,Elisha,47,BUSHELLS RIDGE,NSW,New South Wales,Australia,Platinum,24310868
4990,Male,Timothy,Ferres,43,LYNWOOD,NSW,New South Wales,Australia,Gold,25512445
4991,Male,Owen,Ding,63,GREEN POINT,NSW,New South Wales,Australia,Platinum,9205182
4994,Male,Charlie,Somers,21,WAGGA WAGGA RAAF,NSW,New South Wales,Australia,Gold,53886705
4996,Female,Lilian,Robertson,30,COURABYRA,NSW,New South Wales,Australia,Gold,5027742
5002,Male,Patrick,Coward,32,SUNSHINE,NSW,New South Wales,Australia,Gold,33152601
5004,Female,Mariam,Shelley,85,BOOMOODEERIE,NSW,New South Wales,Australia,Gold,47145863
5007,Male,Patrick,Dawson,42,LAMBTON,NSW,New South Wales,Australia,Platinum,8610144
5015,Male,Koby,Cann,34,WYEE POINT,NSW,New South Wales,Australia,Silver,14712514
5017,Female,Isla,Freycinet,65,HUNTLEY,NSW,New South Wales,Australia,Platinum,53981844
5018,Male,Koby,Ecuyer,20,ERARING,NSW,New South Wales,Australia,Silver,287645
5020,Female,Lauren,Halford,29,THE PINNACLES,NSW,New South Wales,Australia,Silver,62960709
5021,Male,Cody,Raws,25,WERRINGTON,NSW,New South Wales,Australia,Silver,36780503
5023,Female,Audrey,Dawbin,37,ROSEMEADOW,NSW,New South Wales,Australia,Silver,4420681
5024,Male,Hunter,De Groot,53,BUNYAN,NSW,New South Wales,Australia,Gold,51485877
5034,Female,Charlotte,Weaver,23,BURRAWANG,NSW,New South Wales,Australia,Silver,50771367
5043,Female,Emily,Alcorn,59,MOAMA,NSW,New South Wales,Australia,Silver,40591757
